entry	function	pc	op	expression
026c68	FUN_026c68	0231f0	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
026c68	FUN_026c68	023202	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9a9,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)))))
026c68	FUN_026c68	023210	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9a9,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)))))
026c68	FUN_026c68	023248	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb20,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
026c68	FUN_026c68	023258	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xa904,2))))
026c68	FUN_026c68	023264	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb20,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
026c68	FUN_026c68	0232c4	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xa910,2))))
026c68	FUN_026c68	0233ae	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
026c68	FUN_026c68	0233b6	STORE	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xd840,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x40,2))),INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort)))))))))
026c68	FUN_026c68	0233b8	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
026c68	FUN_026c68	0233de	LOAD	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xd840,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x40,2))),INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(INDIRECT(INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),CONST(0x17d6,4)),LEAF(00e9b9:1:byte)),CONST(0x1901,4)),CONST(0x1944,4)),CONST(0x3270,4)),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),CONST(0x1b09,4)),INDIRECT(MULTIEQUAL(INDIRECT(LEAF(00e9b9:1:byte),CONST(0x3507,4)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x3645,4))),CONST(0x35a5,4))),CONST(0x2e3d,4)),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x2ffc,4)))))))
026c68	FUN_026c68	0234a0	STORE	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xd840,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x40,2))),INT_ZEXT(INDIRECT(INDIRECT(MULTIEQUAL(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(INDIRECT(INDIRECT(MULTIEQUAL(LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),CONST(0x1901,4)),CONST(0x1944,4)),CONST(0x3270,4)),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),CONST(0x1b09,4)),INDIRECT(MULTIEQUAL(INDIRECT(LEAF(00e9b9:1:byte),CONST(0x3507,4)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x3645,4))),CONST(0x35a5,4))),CONST(0x2e3d,4)),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x2ffc,4))),CONST(0x203f,4)),CONST(0x2711,4))))))
026c68	FUN_026c68	023528	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
026c68	FUN_026c68	026cd6	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)))))
026c68	FUN_026c68	026d06	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2))),CONST(0x3,2))))
026c68	FUN_026c68	026d0e	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2))),CONST(0x4,2))))
026c68	FUN_026c68	026d1a	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)))))
026c68	FUN_026c68	026d1e	LOAD	CAST(INT_ZEXT(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2))),CONST(0x3,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x4,2)))))),CONST(0x3fff,2))))
026c68	FUN_026c68	026d1e	STORE	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe523,3)),CONST(0x0,4)),MULTIEQUAL(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort)))))
026c68	FUN_026c68	026d22	LOAD	CAST(INT_ZEXT(INT_ADD(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2))),CONST(0x3,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x4,2)))))),CONST(0x3fff,2)),CONST(0x1,2))))
026c68	FUN_026c68	026d26	STORE	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe523,3)),CONST(0x0,4)),MULTIEQUAL(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort)))))
026c68	FUN_026c68	026d2a	LOAD	CAST(INT_ZEXT(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2))),CONST(0x3,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x4,2)))))),CONST(0x3fff,2))))
026c68	FUN_026c68	026d2a	STORE	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe523,3)),CONST(0x0,4)),MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(unique:00022d00:2:ushort),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort))),CONST(0x1,2))))
026c68	FUN_026c68	026d36	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2))),CONST(0x4,2))))
026c68	FUN_026c68	026d44	STORE	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe523,3)),CONST(0x0,4)),MULTIEQUAL(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort))),CONST(0x1,2))))
026c68	FUN_026c68	026d4c	STORE	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe523,3)),CONST(0x0,4)),MULTIEQUAL(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort)))))
026c68	FUN_026c68	0275ca	LOAD	CAST(INT_ZEXT(MULTIEQUAL(COPY(CONST(0x0,2)),MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),INT_ZEXT(MULTIEQUAL(INDIRECT(INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(INDIRECT(LEAF(000192:1:byte),CONST(0x1143,4)),LEAF(000192:1:byte)),LEAF(000192:1:byte)),INDIRECT(MULTIEQUAL(LEAF(000192:1:byte),LEAF(000192:1:byte),LEAF(000192:1:byte)),CONST(0x3ed8,4)),INDIRECT(LEAF(000192:1:byte),CONST(0x3f83,4)),LEAF(000192:1:byte)),MULTIEQUAL(LEAF(000192:1:byte),LEAF(000192:1:byte)),LEAF(000192:1:byte)),LEAF(000192:1:byte)),CONST(0x1308,4)),LEAF(000192:1:byte)),CONST(0x1353,4)),CONST(0x3d1a,4)),LEAF(000192:1:byte)))))))
026c68	FUN_026c68	0275d0	STORE	CAST(INT_ZEXT(MULTIEQUAL(COPY(INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))),MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(INT_AND(CALL(LEAF(02c404:8:?),CONST(0x24ca,2)),CONST(0xff,2)),LEAF(register:0012:2:ushort)),LEAF(register:0012:2:ushort)),MULTIEQUAL(LEAF(register:0012:2:ushort),LEAF(register:0012:2:ushort),LEAF(register:0012:2:ushort)),LEAF(register:0012:2:ushort),LEAF(register:0012:2:ushort)),MULTIEQUAL(LEAF(register:0012:2:ushort),LEAF(register:0012:2:ushort)),LEAF(register:0012:2:ushort)),LEAF(register:0012:2:ushort)),LEAF(register:0012:2:ushort)))))
026cde	FUN_026cde	026cd6	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(COPY(MULTIEQUAL(LEAF(unique:00022d00:2:ushort),LEAF(register:000c:2:ushort))),COPY(LEAF(unique:00022d00:2:ushort)),LEAF(unique:10000042:2:ushort)),CONST(0x5,2))))
026cde	FUN_026cde	026d06	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(COPY(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort))),COPY(LEAF(unique:00022d00:2:ushort)),LEAF(unique:10000042:2:ushort)),CONST(0x8,2))))
026cde	FUN_026cde	026d0e	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(COPY(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort))),COPY(LEAF(unique:00022d00:2:ushort)),LEAF(unique:10000042:2:ushort)),CONST(0x9,2))))
026cde	FUN_026cde	026d1a	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(COPY(MULTIEQUAL(LEAF(unique:00022d00:2:ushort),LEAF(register:000c:2:ushort))),COPY(LEAF(unique:00022d00:2:ushort)),LEAF(unique:10000042:2:ushort)),CONST(0x5,2))))
026cde	FUN_026cde	026d1e	LOAD	CAST(INT_ZEXT(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(COPY(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort))),COPY(LEAF(unique:00022d00:2:ushort)),LEAF(unique:10000042:2:ushort)),CONST(0x8,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x9,2)))))),CONST(0x3fff,2))))
026cde	FUN_026cde	026d1e	STORE	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),CONST(0x2,2)),INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
026cde	FUN_026cde	026d22	LOAD	CAST(INT_ZEXT(INT_ADD(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(COPY(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort))),COPY(LEAF(unique:00022d00:2:ushort)),LEAF(unique:10000042:2:ushort)),CONST(0x8,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x9,2)))))),CONST(0x3fff,2)),CONST(0x1,2))))
026cde	FUN_026cde	026d26	STORE	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),CONST(0x2,2)),INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
026cde	FUN_026cde	026d2a	LOAD	CAST(INT_ZEXT(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(COPY(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort))),COPY(LEAF(unique:00022d00:2:ushort)),LEAF(unique:10000042:2:ushort)),CONST(0x8,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x9,2)))))),CONST(0x3fff,2))))
026cde	FUN_026cde	026d2a	STORE	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),CONST(0x2,2)),INT_ADD(MULTIEQUAL(LEAF(unique:00022d00:2:ushort),LEAF(register:000e:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2))))
026cde	FUN_026cde	026d36	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(COPY(LEAF(register:000c:2:ushort)),COPY(LEAF(unique:00022d00:2:ushort)),LEAF(unique:10000042:2:ushort)),CONST(0x5,2)),LEAF(register:000c:2:ushort)),CONST(0x4,2))))
026cde	FUN_026cde	026d44	STORE	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort)),CONST(0x1,2))))
026cde	FUN_026cde	026d4c	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort))))
026d98	FUN_026d98	026dbc	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)))))
026d98	FUN_026d98	026dc2	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2))),CONST(0x4,2))))
026d98	FUN_026d98	026dd0	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)))))
026d98	FUN_026d98	026dd4	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)))))
026d98	FUN_026d98	026dda	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2))),CONST(0x2,2))))
026d98	FUN_026d98	026de2	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2))),CONST(0x1,2))))
026d98	FUN_026d98	026de8	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)))))
026d98	FUN_026d98	026dee	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2))),CONST(0x4,2))))
026d98	FUN_026d98	026e06	LOAD	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe425,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2))),LEAF(unique:00022d00:2:ushort))))
026d98	FUN_026d98	026e06	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xedff,3)),CONST(0x0,4)),INT_ADD(LEAF(register:000c:2:ushort),CONST(0x1,2))),LEAF(unique:00022d00:2:ushort))))
026e16	FUN_026e16	026dbc	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
026e16	FUN_026e16	026dc2	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x4,2))))
026e16	FUN_026e16	026dd0	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
026e16	FUN_026e16	026dd4	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
026e16	FUN_026e16	026dda	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x2,2))))
026e16	FUN_026e16	026de2	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2))))
026e16	FUN_026e16	026de8	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
026e16	FUN_026e16	026dee	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x4,2))))
026e16	FUN_026e16	026e06	LOAD	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),LEAF(unique:00022d00:2:ushort))))
026e16	FUN_026e16	026e06	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x1,2)),LEAF(register:000c:2:ushort)),LEAF(unique:00022d00:2:ushort))))
027342	FUN_027342	0234a0	STORE	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xd840,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:short),CONST(0x40,2))),INT_ZEXT(INDIRECT(LEAF(00e9b9:1:byte),CONST(0x573,4))))))
027342	FUN_027342	023528	STORE	CAST(INT_ZEXT(CAST(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:short)))))
02754a	FUN_02754a	023686	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:short),CONST(0xdc2e,2))))
02754a	FUN_02754a	023690	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:short),CONST(0xdc2e,2))))
02754a	FUN_02754a	0236a2	STORE	CAST(INT_ZEXT(CAST(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb26,3)),CONST(0x0,4)),LEAF(register:000c:2:short)))))
02754a	FUN_02754a	0236a8	STORE	CAST(INT_ZEXT(CAST(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb26,3)),CONST(0x0,4)),LEAF(register:000c:2:short)))))
02754a	FUN_02754a	0236ac	LOAD	CAST(INT_ZEXT(CAST(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb26,3)),CONST(0x0,4)),LEAF(register:000c:2:short)))))
02754a	FUN_02754a	0236b2	STORE	CAST(INT_ZEXT(CAST(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb26,3)),CONST(0x0,4)),LEAF(register:000c:2:short)))))
02754a	FUN_02754a	0275ca	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_AND(PIECE(LEAF(00e425:1:byte),LEAF(00e426:1:undefined1)),CONST(0x3fff,2)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2))))))
02754a	FUN_02754a	0275d0	STORE	CAST(INT_ZEXT(MULTIEQUAL(COPY(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe523,3)),CONST(0x0,4))),COPY(INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
027688	FUN_027688	02397c	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2b,2))))
027688	FUN_027688	027858	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe428,3)),CONST(0x0,4)),INT_ADD(LEAF(register:0010:2:ushort),CONST(0x1,2)))))
027688	FUN_027688	027858	STORE	CAST(INT_ZEXT(MULTIEQUAL(INT_AND(PIECE(LEAF(00e425:1:byte),LEAF(00e426:1:undefined1)),CONST(0x3fff,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2)))))
027688	FUN_027688	027866	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe428,3)),CONST(0x0,4)),INT_ADD(LEAF(register:0010:2:ushort),CONST(0x1,2)))))
027688	FUN_027688	027868	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_AND(PIECE(LEAF(00e425:1:byte),LEAF(00e426:1:undefined1)),CONST(0x3fff,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2)))))
0276d4	FUN_0276d4	02397c	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2b,2))))
