entry	function	pc	op	expression
0219e6	FUN_0219e6	021af4	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x2,2))))
0219e6	FUN_0219e6	021b04	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x1,2))))
021c9c	FUN_021c9c	021c9e	LOAD	CAST(INT_ZEXT(LEAF(register:0018:2:ushort)))
021c9c	FUN_021c9c	021ca6	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x1,2))))
021c9c	FUN_021c9c	021cca	STORE	CAST(INT_ZEXT(LEAF(register:0018:2:ushort)))
021c9c	FUN_021c9c	021cce	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x1,2))))
021c9c	FUN_021c9c	021ce8	LOAD	CAST(INT_ZEXT(LEAF(register:0018:2:ushort)))
021c9c	FUN_021c9c	021cfa	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec5a,3)),CONST(0x0,4)),INT_ZEXT(LEAF(00ea19:1:byte)))))
021c9c	FUN_021c9c	021d04	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0x8,2))))
021c9c	FUN_021c9c	021d08	LOAD	CAST(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0x8,2)))))))
021c9c	FUN_021c9c	021d0a	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x4,2))))
021c9c	FUN_021c9c	021d0e	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0xa,2))))
021c9c	FUN_021c9c	021d12	LOAD	CAST(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0xa,2)))))))
021c9c	FUN_021c9c	021d14	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x5,2))))
021c9c	FUN_021c9c	021d18	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0xc,2))))
021c9c	FUN_021c9c	021d1c	LOAD	CAST(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0xc,2)))))))
021c9c	FUN_021c9c	021d1e	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x6,2))))
021c9c	FUN_021c9c	021d22	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0xe,2))))
021c9c	FUN_021c9c	021d26	LOAD	CAST(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0xe,2)))))))
021c9c	FUN_021c9c	021d28	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x7,2))))
021c9c	FUN_021c9c	021d30	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:001a:2:short),CONST(0x1,2))))
021c9c	FUN_021c9c	021d44	STORE	CAST(INT_ZEXT(LEAF(register:0018:2:ushort)))
021c9c	FUN_021c9c	021d4a	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x9,2))))
021c9c	FUN_021c9c	021d52	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x8,2))))
021c9c	FUN_021c9c	021d7c	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INDIRECT(INDIRECT(INDIRECT(INDIRECT(INDIRECT(INDIRECT(INDIRECT(INDIRECT(LEAF(00ea18:1:byte),CONST(0x718,4)),CONST(0x7ad,4)),CONST(0x7fe,4)),CONST(0x84f,4)),CONST(0x8a0,4)),CONST(0x984,4)),CONST(0x9ba,4)),CONST(0x9f0,4)),LEAF(00ea18:1:byte),LEAF(00ea18:1:byte),LEAF(00ea18:1:byte))))))
021c9c	FUN_021c9c	021d8e	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x3,2))))
021c9c	FUN_021c9c	021d92	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x2,2))))
021c9c	FUN_021c9c	021da0	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x2,2))))
021c9c	FUN_021c9c	021da4	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x2,2))))
021c9c	FUN_021c9c	021dbe	STORE	CAST(INT_ZEXT(LEAF(register:0018:2:ushort)))
021c9c	FUN_021c9c	021dc2	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0018:2:ushort),CONST(0x1,2))))
021e08	FUN_021e08	021e20	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),LEAF(register:000e:1:byte),COPY(CONST(0x0,1)))))))
021e08	FUN_021e08	021e34	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xea1a,3)),CONST(0x0,4)),INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),LEAF(register:000e:1:byte),COPY(CONST(0x0,1))))))))),CONST(0xa,2)))))
021e08	FUN_021e08	021e40	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),LEAF(register:000e:1:byte),COPY(CONST(0x0,1))))))))),CONST(0xa,2)),CONST(0xea1d,2))))
021e08	FUN_021e08	021e44	STORE	CAST(INT_ZEXT(INT_ADD(INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),LEAF(register:000e:1:byte),COPY(CONST(0x0,1))))))))),CONST(0xa,2)),CONST(0xea1d,2))))
021e08	FUN_021e08	021e54	STORE	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xea1a,3)),CONST(0x0,4)),INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),LEAF(register:000e:1:byte),COPY(CONST(0x0,1))))))))),CONST(0xa,2))),INT_ZEXT(MULTIEQUAL(COPY(CONST(0x0,1)),INT_ADD(LEAF(register:000c:1:byte),CONST(0x1,1)))))))
021e08	FUN_021e08	021e66	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec5a,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(unique:10000026:1:byte),CONST(0x1,1)),COPY(CONST(0x0,1)))))))
021e5a	default	021e20	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:1:byte),LEAF(register:000e:1:byte),LEAF(register:000e:1:byte)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)))))))
021e5a	default	021e34	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xea1a,3)),CONST(0x0,4)),INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:1:byte),LEAF(register:000e:1:byte),LEAF(register:000e:1:byte)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1))))))))),CONST(0xa,2)))))
021e5a	default	021e40	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:1:byte),LEAF(register:000e:1:byte),LEAF(register:000e:1:byte)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1))))))))),CONST(0xa,2)),CONST(0xea1d,2))))
021e5a	default	021e44	STORE	CAST(INT_ZEXT(INT_ADD(INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:1:byte),LEAF(register:000e:1:byte),LEAF(register:000e:1:byte)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1))))))))),CONST(0xa,2)),CONST(0xea1d,2))))
021e5a	default	021e54	STORE	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xea1a,3)),CONST(0x0,4)),INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:1:byte),LEAF(register:000e:1:byte),LEAF(register:000e:1:byte)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1)),INT_ADD(LEAF(register:000e:1:byte),CONST(0x1,1))))))))),CONST(0xa,2))),INT_ZEXT(MULTIEQUAL(COPY(CONST(0x0,1)),INT_ADD(LEAF(register:000c:1:byte),CONST(0x1,1)))))))
021e5a	default	021e66	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec5a,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(unique:10000021:1:byte),CONST(0x1,1)),LEAF(register:0008:1:byte),COPY(CONST(0x0,1)))))))
021fb6	FUN_021fb6	022008	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(LEAF(00fac2:1:byte)))))
022a5a	FUN_022a5a	026cd6	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(LEAF(unique:00022d00:2:ushort),LEAF(register:000c:2:ushort)),CONST(0x5,2))))
022a5a	FUN_022a5a	026d06	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort)),CONST(0x3,2))))
022a5a	FUN_022a5a	026d0e	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort)),CONST(0x4,2))))
022a5a	FUN_022a5a	026d1a	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort))))
022a5a	FUN_022a5a	026d1e	LOAD	CAST(INT_ZEXT(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort)),CONST(0x3,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x4,2)))))),CONST(0x3fff,2))))
022a5a	FUN_022a5a	026d1e	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort))))
022a5a	FUN_022a5a	026d22	LOAD	CAST(INT_ZEXT(INT_ADD(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort)),CONST(0x3,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x4,2)))))),CONST(0x3fff,2)),CONST(0x1,2))))
022a5a	FUN_022a5a	026d26	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort))))
022a5a	FUN_022a5a	026d2a	LOAD	CAST(INT_ZEXT(INT_AND(PIECE(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort)),CONST(0x3,2))))),LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x4,2)))))),CONST(0x3fff,2))))
022a5a	FUN_022a5a	026d2a	STORE	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(unique:00022d00:2:ushort),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort)),CONST(0x1,2))))
022a5a	FUN_022a5a	026d36	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x5,2)),LEAF(register:000c:2:ushort)),CONST(0x4,2))))
022a5a	FUN_022a5a	026d44	STORE	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(MULTIEQUAL(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort)),CONST(0x1,2))))
022a5a	FUN_022a5a	026d4c	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INT_ADD(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x2,2)),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort))))
022cde	FUN_022cde	026dbc	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
022cde	FUN_022cde	026dc2	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x4,2))))
022cde	FUN_022cde	026dd0	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
022cde	FUN_022cde	026dd4	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
022cde	FUN_022cde	026dda	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x2,2))))
022cde	FUN_022cde	026de2	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x1,2))))
022cde	FUN_022cde	026de8	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort))))
022cde	FUN_022cde	026dee	LOAD	CAST(INT_ZEXT(INT_ADD(MULTIEQUAL(INT_ADD(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(unique:00022d00:2:ushort)),CONST(0x1,2)),LEAF(register:000e:2:ushort)),CONST(0x4,2))))
022cde	FUN_022cde	026e06	LOAD	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)),LEAF(register:000e:2:ushort)),LEAF(unique:00022d00:2:ushort))))
022cde	FUN_022cde	026e06	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INT_ADD(LEAF(register:000c:2:ushort),CONST(0x1,2)),LEAF(register:000c:2:ushort)),LEAF(unique:00022d00:2:ushort))))
022e16	FUN_022e16	02397c	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2b,2))))
022e16	FUN_022e16	027858	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe428,3)),CONST(0x0,4)),INT_ADD(LEAF(register:0010:2:ushort),CONST(0x1,2)))))
022e16	FUN_022e16	027858	STORE	CAST(INT_ZEXT(MULTIEQUAL(INT_AND(PIECE(LEAF(00e425:1:byte),LEAF(00e426:1:undefined1)),CONST(0x3fff,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2)))))
022e16	FUN_022e16	027866	LOAD	CAST(INT_ZEXT(MULTIEQUAL(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe428,3)),CONST(0x0,4)),INT_ADD(LEAF(register:0010:2:ushort),CONST(0x1,2)))))
022e16	FUN_022e16	027868	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_AND(PIECE(LEAF(00e425:1:byte),LEAF(00e426:1:undefined1)),CONST(0x3fff,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2)))))
022eb4	FUN_022eb4	0230f0	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xe9a8,2))))
022eb4	FUN_022eb4	0230f4	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb20,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
022eb4	FUN_022eb4	02310a	STORE	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xe9a8,2))))
022eb4	FUN_022eb4	023112	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9a9,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)))))
022eb4	FUN_022eb4	023126	STORE	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xe9a8,2))))
022eb4	FUN_022eb4	023132	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9a9,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)))))
022eb4	FUN_022eb4	023144	STORE	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xe9a8,2))))
022eb4	FUN_022eb4	02316c	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xa91c,2))))
022eb4	FUN_022eb4	02317a	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xa928,2))))
022eb4	FUN_022eb4	023188	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xa928,2))))
022eb4	FUN_022eb4	0231d0	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xe9c0,2))))
022eb4	FUN_022eb4	0231e6	LOAD	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xd840,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x40,2))),INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INDIRECT(INDIRECT(INDIRECT(MULTIEQUAL(INDIRECT(INDIRECT(INDIRECT(INT_ADD(INT_MULT(INDIRECT(LEAF(00fb60:1:char),CONST(0xe7,4)),CONST(0x4,1)),INDIRECT(INDIRECT(LEAF(00fb61:1:char),CONST(0xa6,4)),CONST(0xe7,4))),CONST(0x1d4,4)),CONST(0x20e,4)),CONST(0x248,4)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x2fdd,4)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x3088,4)),LEAF(00e9b9:1:byte)),CONST(0x40d,4)),CONST(0x458,4)),CONST(0x2e1f,4)),LEAF(00e9b9:1:byte)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x2bf7,4)),LEAF(00e9b9:1:byte))))))
022eb4	FUN_022eb4	0231f0	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
022eb4	FUN_022eb4	023202	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9a9,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)))))
022eb4	FUN_022eb4	023210	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9a9,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)))))
022eb4	FUN_022eb4	023248	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb20,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
022eb4	FUN_022eb4	023258	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xa904,2))))
022eb4	FUN_022eb4	023264	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xfb20,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
022eb4	FUN_022eb4	0232c4	LOAD	CAST(INT_ZEXT(INT_ADD(INT_MULT(LEAF(register:000c:2:ushort),CONST(0x2,2)),CONST(0xa910,2))))
022eb4	FUN_022eb4	0233ae	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
022eb4	FUN_022eb4	0233b6	STORE	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xd840,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x40,2))),INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort)))))))))
022eb4	FUN_022eb4	0233b8	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe9ba,3)),CONST(0x0,4)),LEAF(register:000c:2:ushort))))
022eb4	FUN_022eb4	0233de	LOAD	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xd840,3)),CONST(0x0,4)),INT_MULT(LEAF(register:000c:2:ushort),CONST(0x40,2))),INT_ZEXT(MULTIEQUAL(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(INDIRECT(INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),CONST(0x8db,4)),LEAF(00e9b9:1:byte)),CONST(0xa06,4)),CONST(0xa49,4)),CONST(0x2375,4)),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),CONST(0xc0e,4)),INDIRECT(MULTIEQUAL(INDIRECT(LEAF(00e9b9:1:byte),CONST(0x260c,4)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x274a,4))),CONST(0x26aa,4))),CONST(0x1f42,4)),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte),LEAF(00e9b9:1:byte)),INDIRECT(LEAF(00e9b9:1:byte),CONST(0x2101,4)))))))
